cohort_date,cohort_size,retained_d1,retained_d7,retained_d14,retained_d30,d1_retention,d7_retention,d14_retention,d30_retention,avg_level_gain_7d,avg_active_days_7d,avg_observations_7d
2007-07-23,114,43,22,9,10,0.37719298245614036,0.19298245614035087,0.07894736842105263,0.08771929824561403,6.105263157894737,2.4473684210526314,43.08771929824562
2007-07-24,118,36,14,8,5,0.3050847457627119,0.11864406779661017,0.06779661016949153,0.0423728813559322,5.237288135593221,2.1440677966101696,36.73728813559322
2007-07-25,173,59,19,11,9,0.34104046242774566,0.10982658959537572,0.06358381502890173,0.05202312138728324,5.184971098265896,2.1445086705202314,28.86127167630058
2007-07-26,107,40,12,9,6,0.37383177570093457,0.11214953271028037,0.08411214953271028,0.056074766355140186,5.457943925233645,2.317757009345794,44.33644859813084
2007-07-27,114,41,12,8,6,0.35964912280701755,0.10526315789473684,0.07017543859649122,0.05263157894736842,4.87719298245614,1.9912280701754386,29.833333333333332
2007-07-28,132,52,28,25,27,0.3939393939393939,0.21212121212121213,0.1893939393939394,0.20454545454545456,5.765151515151516,2.477272727272727,50.54545454545455
2007-07-29,155,41,20,20,12,0.2645161290322581,0.12903225806451613,0.12903225806451613,0.07741935483870968,4.406451612903226,2.0838709677419356,29.174193548387098
2007-07-30,112,35,6,5,5,0.3125,0.05357142857142857,0.044642857142857144,0.044642857142857144,4.3125,1.9821428571428572,24.205357142857142
2007-07-31,154,39,11,14,9,0.2532467532467532,0.07142857142857142,0.09090909090909091,0.05844155844155844,4.642857142857143,1.8831168831168832,33.40909090909091
2007-08-01,137,50,16,11,6,0.36496350364963503,0.11678832116788321,0.08029197080291971,0.043795620437956206,5.416058394160584,2.2773722627737225,42.32116788321168
2007-08-02,151,54,19,8,5,0.3576158940397351,0.12582781456953643,0.052980132450331126,0.033112582781456956,5.119205298013245,2.172185430463576,33.602649006622514
2007-08-03,159,52,17,9,8,0.3270440251572327,0.1069182389937107,0.05660377358490566,0.050314465408805034,4.6918238993710695,2.0943396226415096,29.18867924528302
2007-08-04,150,45,22,13,8,0.3,0.14666666666666667,0.08666666666666667,0.05333333333333334,4.426666666666667,1.8333333333333333,25.553333333333335
2007-08-05,167,48,28,16,11,0.2874251497005988,0.16766467065868262,0.09580838323353294,0.0658682634730539,4.982035928143713,2.2035928143712575,31.323353293413174
2007-08-06,141,50,16,8,15,0.3546099290780142,0.11347517730496454,0.05673758865248227,0.10638297872340426,5.808510638297872,2.3333333333333335,44.5531914893617
2007-08-07,149,42,14,14,9,0.28187919463087246,0.09395973154362416,0.09395973154362416,0.06040268456375839,4.073825503355705,2.0134228187919465,29.221476510067113
2007-08-08,109,35,15,12,2,0.3211009174311927,0.13761467889908258,0.11009174311926606,0.01834862385321101,5.055045871559633,2.1192660550458715,28.89908256880734
2007-08-09,124,26,5,3,3,0.20967741935483872,0.04032258064516129,0.024193548387096774,0.024193548387096774,2.9516129032258065,1.6048387096774193,15.53225806451613
2007-08-10,152,47,15,11,7,0.3092105263157895,0.09868421052631579,0.07236842105263158,0.046052631578947366,4.6381578947368425,2.039473684210526,29.44078947368421
2007-08-11,125,47,15,11,5,0.376,0.12,0.088,0.04,4.88,2.184,28.056
2007-08-12,147,52,22,16,4,0.35374149659863946,0.14965986394557823,0.10884353741496598,0.027210884353741496,4.809523809523809,2.272108843537415,29.489795918367346
2007-08-13,147,46,13,12,10,0.3129251700680272,0.08843537414965986,0.08163265306122448,0.06802721088435375,4.319727891156463,1.9387755102040816,24.13605442176871
2007-08-14,150,42,10,7,4,0.28,0.06666666666666667,0.04666666666666667,0.02666666666666667,3.526666666666667,1.8466666666666667,19.14666666666667
2007-08-15,143,44,17,15,13,0.3076923076923077,0.11888111888111888,0.1048951048951049,0.09090909090909091,4.125874125874126,2.13986013986014,28.153846153846153
2007-08-16,150,58,18,11,6,0.38666666666666666,0.12,0.07333333333333333,0.04,4.74,2.1866666666666665,26.126666666666665
2007-08-17,155,47,17,12,7,0.3032258064516129,0.10967741935483871,0.07741935483870968,0.04516129032258064,3.92258064516129,1.903225806451613,26.006451612903227
2007-08-18,183,53,21,21,5,0.2896174863387978,0.11475409836065574,0.11475409836065574,0.0273224043715847,3.628415300546448,1.9726775956284153,20.633879781420767
2007-08-19,70,13,10,4,5,0.18571428571428572,0.14285714285714285,0.05714285714285714,0.07142857142857142,3.3714285714285714,1.9,19.1
2007-08-20,152,61,27,11,9,0.40131578947368424,0.17763157894736842,0.07236842105263158,0.05921052631578947,4.381578947368421,2.3552631578947367,31.026315789473685
2007-08-21,137,40,11,11,4,0.291970802919708,0.08029197080291971,0.08029197080291971,0.029197080291970802,3.7153284671532845,2.124087591240876,25.562043795620436
2007-08-22,112,38,17,13,8,0.3392857142857143,0.15178571428571427,0.11607142857142858,0.07142857142857142,4.723214285714286,2.3392857142857144,37.348214285714285
2007-08-23,114,28,6,4,2,0.24561403508771928,0.05263157894736842,0.03508771929824561,0.017543859649122806,3.7017543859649122,1.8859649122807018,24.62280701754386
2007-08-24,135,48,16,10,5,0.35555555555555557,0.11851851851851852,0.07407407407407407,0.037037037037037035,4.881481481481481,2.1703703703703705,27.444444444444443
2007-08-25,147,59,19,15,12,0.4013605442176871,0.1292517006802721,0.10204081632653061,0.08163265306122448,5.673469387755102,2.272108843537415,33.4421768707483
2007-08-26,157,51,21,15,16,0.3248407643312102,0.1337579617834395,0.09554140127388536,0.10191082802547771,4.751592356687898,2.1337579617834397,30.095541401273884
2007-08-27,123,43,6,3,4,0.34959349593495936,0.04878048780487805,0.024390243902439025,0.032520325203252036,4.382113821138211,2.105691056910569,25.520325203252032
2007-08-28,166,43,11,8,6,0.25903614457831325,0.06626506024096386,0.04819277108433735,0.03614457831325301,3.5843373493975905,1.8433734939759037,17.99397590361446
2007-08-29,110,32,14,6,3,0.2909090909090909,0.12727272727272726,0.05454545454545454,0.02727272727272727,3.8727272727272726,1.981818181818182,18.863636363636363
2007-08-30,74,27,11,4,5,0.36486486486486486,0.14864864864864866,0.05405405405405406,0.06756756756756757,4.5,2.2567567567567566,22.405405405405407
2007-08-31,70,19,5,3,5,0.2714285714285714,0.07142857142857142,0.04285714285714286,0.07142857142857142,3.1714285714285713,1.9142857142857144,18.3
2007-09-01,95,28,11,8,3,0.29473684210526313,0.11578947368421053,0.08421052631578947,0.031578947368421054,4.126315789473685,2.0,23.073684210526316
2007-09-02,93,22,6,7,4,0.23655913978494625,0.06451612903225806,0.07526881720430108,0.043010752688172046,3.7419354838709675,1.7956989247311828,19.677419354838708
2007-09-03,80,30,9,4,2,0.375,0.1125,0.05,0.025,4.1375,2.1625,25.1125
2007-09-04,92,36,13,16,6,0.391304347826087,0.14130434782608695,0.17391304347826086,0.06521739130434782,5.184782608695652,2.3369565217391304,37.45652173913044
2007-09-05,78,22,9,10,5,0.28205128205128205,0.11538461538461539,0.1282051282051282,0.0641025641025641,3.8461538461538463,2.1794871794871793,22.435897435897434
2007-09-06,63,15,3,4,5,0.23809523809523808,0.047619047619047616,0.06349206349206349,0.07936507936507936,2.7777777777777777,1.8888888888888888,16.015873015873016
2007-09-07,51,23,8,8,5,0.45098039215686275,0.1568627450980392,0.1568627450980392,0.09803921568627451,5.470588235294118,2.607843137254902,45.78431372549019
2007-09-08,75,27,12,13,5,0.36,0.16,0.17333333333333334,0.06666666666666667,4.013333333333334,2.1466666666666665,28.133333333333333
2007-09-09,88,24,16,5,5,0.2727272727272727,0.18181818181818182,0.056818181818181816,0.056818181818181816,3.8295454545454546,2.125,27.25
2007-09-10,58,21,9,6,4,0.3620689655172414,0.15517241379310345,0.10344827586206896,0.06896551724137931,5.103448275862069,2.3448275862068964,28.93103448275862
2007-09-11,69,21,7,4,4,0.30434782608695654,0.10144927536231885,0.057971014492753624,0.057971014492753624,3.4782608695652173,1.9565217391304348,20.115942028985508
2007-09-12,79,24,12,10,9,0.3037974683544304,0.1518987341772152,0.12658227848101267,0.11392405063291139,5.658227848101266,2.392405063291139,44.21518987341772
2007-09-13,47,14,5,5,2,0.2978723404255319,0.10638297872340426,0.10638297872340426,0.0425531914893617,4.829787234042553,2.0425531914893615,47.91489361702128
2007-09-14,74,24,14,8,7,0.32432432432432434,0.1891891891891892,0.10810810810810811,0.0945945945945946,4.27027027027027,2.4054054054054053,29.175675675675677
2007-09-15,107,34,14,11,10,0.3177570093457944,0.1308411214953271,0.102803738317757,0.09345794392523364,4.429906542056075,2.121495327102804,30.38317757009346
2007-09-16,87,29,12,8,4,0.3333333333333333,0.13793103448275862,0.09195402298850575,0.04597701149425287,5.068965517241379,2.3793103448275863,29.379310344827587
2007-09-17,54,16,8,2,1,0.2962962962962963,0.14814814814814814,0.037037037037037035,0.018518518518518517,3.7222222222222223,2.037037037037037,24.62962962962963
2007-09-18,77,19,13,6,4,0.24675324675324675,0.16883116883116883,0.07792207792207792,0.05194805194805195,3.9220779220779223,2.0779220779220777,33.44155844155844
