latest_activity_date,latest_dau,latest_wau,latest_mau,latest_stickiness,avg_dau_30d,avg_mau_30d,latest_forecast_30d_avg_dau,active_alert_count,high_alert_count
2009-01-10,881,3684,7499,0.11748233097746366,1855.4333333333334,8456.133333333333,1855.433333333334,4,2.0
